index, player_id,season,position,unit,player,run_defense_snaps,pass_rush_snaps,coverage_snaps,total_snaps,run_block_snaps,receiving_snaps,pass_block_snaps,run_snaps,pass_snaps,run_defense,pass_rush,coverage,discipline,defense,run_block,receiving,pass_block,run,pass,offense,coverage_rank,offense_rank,defense_rank,run_defense_rank,pass_rush_rank,receiving_rank,pass_rank,run_block_rank,pass_block_rank,run_rank,season_1,position_1,pff_player_id,wick_score,capped_wick_score
227,145976,2023,WR,offense,Eric McAlister,0.0,0.0,0.0,8008,3457.0,4487.0,0.0,0.0,0.0,,,,85.73157894736842,,54.23157894736841,79.63684210526317,,,,78.5,,84.57894736842105,,,,73.21052631578948,,702.5555555555555,,,2023,iWR,145976,63.0,63.1
228,150169,2023,WR,offense,Gage Larvadain,17.0,0.0,0.0,5006,1825.0,2855.0,0.0,84.0,0.0,60.0,,,15.105263157894736,60.1,59.45789473684211,79.88947368421051,,54.12352941176471,,77.39999999999999,,82.78947368421052,,,,53.0,,467.9411764705882,,46.5,2023,iWR,150169,59.3,59.3
229,145598,2021,WR,offense,Konata Mumpfield,0.0,0.0,0.0,9622,3173.0,6167.0,0.0,0.0,9.0,,,,77.30526315789473,,60.6578947368421,74.51578947368421,,,50.8,73.98947368421052,,174.89473684210526,,,,151.8421052631579,,324.05263157894734,,,2021,iWR,145598,56.6,65.1
230,122646,2021,WR,offense,Kyren Lacy,0.0,0.0,0.0,5341,2671.0,2670.0,0.0,0.0,0.0,,,,83.72105263157896,,64.48947368421052,64.95263157894736,,,,65.78947368421052,,435.7368421052632,,,,416.6315789473685,,234.22222222222223,,,2021,iWR,122646,44.5,49.9
231,123470,2021,WR,offense,Mitchell Tinsley,0.0,0.0,0.0,8879,2061.0,6652.0,0.0,0.0,0.0,,,,49.13157894736842,,48.24736842105263,73.77894736842104,,,,72.08421052631579,,227.66666666666663,,,,170.33333333333334,,645.9166666666666,,,2021,iWR,123470,70.1,82.0
232,121811,2022,WR,offense,Jaylin Lane,3.0,0.0,0.0,9509,3061.0,5012.0,0.0,26.0,0.0,60.0,,,88.19999999999999,60.1,50.17777777777778,74.72222222222223,,61.07333333333334,,73.57222222222222,,180.05555555555554,,,,155.22222222222223,,734.6111111111111,,,2022,iWR,121811,71.3,71.3
233,97620,2022,WR,offense,Zakhari Franklin,0.0,0.0,0.0,11849,4692.0,7092.0,0.0,0.0,12.0,,,,77.14736842105263,,56.71052631578947,73.91052631578947,,,60.0,73.1263157894737,,174.52631578947367,,,,157.0,,526.9473684210526,,,2022,iWR,97620,85.1,85.1
234,190753,2024,WR,offense,Joseph Williams,0.0,0.0,0.0,5893,2408.0,2985.0,0.0,11.0,0.0,,,,83.02000000000001,,66.735,64.5578947368421,,63.3,,65.58000000000001,,278.0769230769231,,,,242.8181818181818,,83.33333333333333,,,2024,oWR,190753,54.7,54.7
235,173459,2024,WR,offense,Caleb Goodie,0.0,0.0,0.0,7494,3199.0,3223.0,0.0,72.0,0.0,,,,50.365,,60.09,60.720000000000006,,70.23684210526316,,61.79,,634.9444444444445,,,,639.0555555555555,,405.55555555555554,,,2024,oWR,173459,62.9,62.9
236,97105,2024,WR,offense,Cam Ross,0.0,0.0,0.0,9390,3990.0,5017.0,0.0,59.0,0.0,,,,85.8,,60.19,57.17999999999999,,69.935,,59.27,,702.05,,,,728.3,,357.75,,,2024,oWR,97105,54.8,54.8
237,174068,2024,WR,offense,Jacob De Jesus,15.0,0.0,9.0,6139,1964.0,2629.0,14.0,202.0,0.0,60.0,,60.0,82.245,61.440000000000005,63.335,78.535,70.0,68.41499999999999,,78.795,,72.38888888888889,,,,81.3125,,208.25,,,2024,oWR,174068,65.2,65.2
