player_id,season,position,unit,player,run_defense_snaps,pass_rush_snaps,coverage_snaps,total_snaps,run_block_snaps,receiving_snaps,pass_block_snaps,run_snaps,pass_snaps,run_defense,pass_rush,coverage,discipline,defense,run_block,receiving,pass_block,run,pass,offense,coverage_rank,offense_rank,defense_rank,run_defense_rank,pass_rush_rank,receiving_rank,pass_rank,run_block_rank,pass_block_rank,run_rank
21922,2020,CB,defense,Mark Williams,2606.0,0.0,2774.0,5380,0.0,0.0,0.0,0.0,0.0,76.96666666666667,,77.4,81.22777777777777,78.36666666666666,,,,,,,40.88235294117647,,31.058823529411764,52.588235294117645,,,,,,
56122,2020,CB,defense,Cam Johnson,3947.0,0.0,4378.0,9234,0.0,0.0,0.0,0.0,0.0,57.470000000000006,,75.67,33.239999999999995,71.41,,,,,,,52.0,,104.6,262.89473684210526,,,,,,
65033,2020,CB,defense,Akayleb Evans,2376.0,3.0,2601.0,5320,0.0,0.0,0.0,0.0,0.0,67.01666666666667,78.3,65.16111111111111,14.605555555555554,64.52777777777777,,,,,,,240.25,,248.1875,172.38888888888889,,,,,,
65081,2020,CB,defense,Allie Green IV,2214.0,0.0,2700.0,5244,0.0,0.0,0.0,0.0,0.0,72.79444444444444,,46.74444444444444,21.422222222222224,49.400000000000006,,,,,,,500.6923076923077,,505.6666666666667,109.5,,,,,,
76681,2020,CB,defense,Jeremy Webb,4090.0,0.0,5033.0,10238,0.0,0.0,0.0,0.0,0.0,67.84210526315789,60.0,72.67894736842106,8.4,71.57368421052632,,,,,,,81.47368421052632,,95.94736842105263,181.05555555555554,,,,,,
83253,2020,CB,defense,DJ Johnson,547.0,0.0,400.0,1262,0.0,0.0,0.0,0.0,0.0,63.88461538461539,,54.16923076923077,77.68461538461538,56.646153846153844,,,,,,,,,,,,,,,,
89160,2020,CB,defense,Cory McCoy,2915.0,170.0,3988.0,7073,0.0,0.0,0.0,0.0,0.0,73.215,66.23888888888888,70.07000000000001,59.71,71.16499999999999,,,,,,,122.2,,104.2,75.8,15.555555555555555,,,,,
97890,2020,CB,defense,David Spaulding,157.0,8.0,220.0,655,16.0,0.0,0.0,0.0,0.0,53.271428571428565,60.0,66.45,73.62142857142858,59.228571428571435,60.0,,,,,60.0,,,,,,,,,,
102462,2020,CB,defense,Tra Fluellen,2804.0,94.0,3323.0,7330,0.0,0.0,0.0,0.0,0.0,72.01,56.660000000000004,41.809999999999995,84.74499999999999,49.06,,,,,,,422.2,,410.6,105.25,20.666666666666668,,,,,
104234,2020,CB,defense,JT Thompson,4403.0,67.0,3698.0,8301,0.0,0.0,0.0,0.0,0.0,76.62105263157895,62.35,65.19473684210527,40.83684210526316,67.28947368421052,,,,,,,272.3888888888889,,220.3684210526316,56.26315789473684,,,,,,
121345,2020,CB,defense,Elijah Culp,2827.0,16.0,2643.0,6697,21.0,0.0,0.0,0.0,0.0,80.63684210526316,60.0,76.11052631578949,81.88421052631578,78.45263157894736,60.0,,,,,60.0,14.25,1.0,11.375,47.8125,,,,1.0,,
136842,2020,CB,defense,Ridge Texada,1470.0,317.0,1521.0,3308,0.0,0.0,0.0,0.0,0.0,57.94500000000001,51.155,65.595,82.85499999999999,62.45,,,,,,,151.28571428571428,,224.36363636363637,193.44444444444446,42.85,,,,,
43185,2021,CB,defense,Justin Clark,2454.0,33.0,2475.0,5886,0.0,0.0,0.0,0.0,0.0,76.43157894736842,63.03888888888889,67.66842105263159,80.82105263157894,70.60526315789474,,,,,,,312.92857142857144,,225.88888888888889,123.84210526315789,,,,,,
55569,2021,CB,defense,Azizi Hearn,4919.0,19.0,4774.0,10295,0.0,0.0,0.0,0.0,0.0,77.15789473684211,59.800000000000004,74.23684210526316,27.410526315789472,73.82631578947368,,,,,,,146.77777777777777,,142.61111111111111,104.11111111111111,,,,,,
55750,2021,CB,defense,C.J. Coldon Jr.,5409.0,29.0,5247.0,11580,0.0,0.0,0.0,0.0,0.0,73.26315789473684,70.47777777777779,70.47368421052632,2.373684210526316,69.53684210526316,,,,,,,249.52631578947367,,283.2631578947368,213.21052631578948,,,,,,
75699,2021,CB,defense,Rashad Ajayi,4560.0,142.0,5070.0,11314,0.0,0.0,0.0,0.0,0.0,51.97894736842105,46.922222222222224,75.28947368421052,33.421052631578945,69.52631578947368,,,,,,,136.68421052631578,,290.10526315789474,684.9473684210526,,,,,,
76740,2021,CB,defense,Jeremy Lucien,4193.0,0.0,3597.0,8836,0.0,0.0,0.0,0.0,0.0,69.975,,64.57000000000001,81.095,66.53,,,,,,,433.9,,390.6,274.8,,,,,,
83459,2021,CB,defense,Beanie Bishop Jr.,2683.0,14.0,2811.0,7744,0.0,0.0,0.0,0.0,0.0,75.6842105263158,53.9,69.51578947368421,82.96842105263158,71.78947368421052,,,,,,,369.1333333333333,,277.6470588235294,143.5,,,,,,
84268,2021,CB,defense,Josh Newton,3760.0,148.0,4438.0,9885,0.0,0.0,0.0,0.0,0.0,58.63157894736842,65.34705882352942,74.03684210526316,52.152631578947364,71.03684210526316,,,,,,,172.8235294117647,,245.16666666666666,572.5333333333333,,,,,,
97539,2021,CB,defense,Quincy Riley,2065.0,56.0,3219.0,5661,0.0,0.0,0.0,0.0,0.0,48.682352941176475,69.52941176470588,76.92352941176469,81.8529411764706,73.39411764705882,,,,,,,119.0,,171.33333333333334,764.0833333333334,,,,,,
101146,2021,CB,defense,Cam Lampkin,3808.0,120.0,4623.0,9634,0.0,0.0,0.0,0.0,0.0,58.973684210526315,49.49473684210526,56.0,77.69473684210527,56.24210526315789,,,,,,,673.8947368421053,,710.2105263157895,631.9411764705883,,,,,,
102900,2021,CB,defense,Mekhi Garner,2976.0,21.0,3451.0,7417,0.0,0.0,0.0,0.0,0.0,57.647368421052626,54.29473684210526,74.42105263157895,30.86315789473684,70.49473684210527,,,,,,,154.89473684210526,,261.5263157894737,586.421052631579,,,,,,
103567,2021,CB,defense,Willie Roberts,2959.0,109.0,4095.0,7960,0.0,0.0,0.0,0.0,0.0,53.21052631578947,70.17222222222222,72.22631578947369,68.50526315789473,70.10000000000001,,,,,,,195.47368421052633,,261.2631578947368,693.8888888888889,,,,,,
103580,2021,CB,defense,Jarius Monroe,3261.0,24.0,4904.0,9121,0.0,0.0,0.0,0.0,0.0,53.43157894736842,57.0,71.43157894736842,84.22631578947369,68.94736842105263,,,,,,,243.8421052631579,,318.8421052631579,675.3684210526316,,,,,,
103583,2021,CB,defense,Devyn Coles,2493.0,81.0,3118.0,6463,0.0,0.0,0.0,0.0,0.0,76.21578947368421,54.038888888888884,61.75789473684211,38.078947368421055,63.77368421052632,,,,,,,549.0555555555555,,524.6111111111111,152.22222222222223,,,,,,
104927,2021,CB,defense,Davion Ross,3431.0,0.0,4646.0,10413,17.0,0.0,0.0,0.0,0.0,61.93684210526315,,65.79473684210525,83.20526315789473,65.70526315789475,60.0,,,,,60.0,397.89473684210526,,426.7368421052632,471.70588235294116,,,,,,
105714,2021,CB,defense,Yahsyn McKee,3544.0,0.0,3294.0,8102,0.0,0.0,0.0,0.0,0.0,71.1421052631579,,68.33157894736841,46.18421052631579,69.04736842105264,,,,,,,290.7647058823529,,300.72222222222223,257.5,,,,,,
106073,2021,CB,defense,Isaiah Johnson,3050.0,32.0,3626.0,7587,0.0,0.0,0.0,0.0,0.0,84.18823529411765,56.3,77.18235294117646,82.24705882352941,79.85882352941178,,,,,,,102.66666666666667,,61.6875,31.3125,,,,,,
138344,2021,CB,defense,Keyon Martin,2782.0,108.0,3925.0,7611,0.0,0.0,0.0,0.0,0.0,58.68947368421052,53.34736842105263,70.54736842105264,43.09473684210526,68.14736842105263,,,,,,,243.73684210526315,,333.10526315789474,577.421052631579,,,,,,
141775,2021,CB,defense,Andre Fuller,4002.0,29.0,4502.0,9433,0.0,0.0,0.0,0.0,0.0,68.59473684210528,65.10526315789474,72.88421052631578,82.86315789473684,73.20526315789473,,,,,,,196.8421052631579,,184.72222222222223,337.4117647058824,,,,,,
149952,2021,CB,defense,Jordan Oladokun,1148.0,13.0,989.0,2549,0.0,0.0,0.0,0.0,0.0,76.16842105263159,60.0,56.8421052631579,79.30526315789473,61.60526315789474,,,,,,,660.0,,590.5,77.0,,,,,,
63024,2022,CB,defense,Eddie Heckard,4169.0,259.0,6110.0,12557,82.0,0.0,16.0,0.0,0.0,74.34736842105262,74.89473684210526,76.95263157894736,38.48947368421052,77.84736842105262,60.25714285714286,,67.5,,,60.142857142857146,109.6842105263158,,81.57894736842105,180.89473684210526,11.933333333333334,,,,4.875,
78673,2022,CB,defense,Decorian Patterson,4524.0,126.0,6256.0,12470,0.0,0.0,0.0,0.0,0.0,70.71052631578948,49.55789473684211,71.62105263157895,84.17894736842106,71.84210526315789,,,,,,,236.1578947368421,,224.94736842105263,320.5263157894737,53.0,,,,,
78995,2022,CB,defense,Shemar Bartholomew,432.0,0.0,374.0,1079,0.0,0.0,0.0,0.0,0.0,55.23157894736841,,63.021052631578954,75.85263157894737,61.65263157894737,,,,,,,,,,,,,,,,
83237,2022,CB,defense,Dylan Wyatt,3994.0,46.0,4346.0,9277,0.0,0.0,0.0,0.0,0.0,58.62105263157895,74.17777777777778,62.43684210526315,16.5,60.87368421052632,,,,,,,549.7368421052631,,638.0526315789474,632.1578947368421,,,,,,
83356,2022,CB,defense,Tyrek Funderburk,3126.0,0.0,5245.0,9026,0.0,0.0,0.0,0.0,0.0,57.352631578947374,76.9,79.38947368421053,83.2578947368421,78.20526315789473,,,,,,,72.11111111111111,,88.94736842105263,699.1875,,,,,,
88679,2022,CB,defense,Tre Weed,4078.0,128.0,2746.0,7745,0.0,0.0,0.0,0.0,0.0,60.973684210526315,46.36666666666667,56.91052631578947,83.16315789473684,57.194736842105264,,,,,,,726.7222222222222,,735.3684210526316,570.9473684210526,,,,,,
91263,2022,CB,defense,Amonte Strothers,4311.0,90.0,3321.0,8478,0.0,0.0,0.0,0.0,0.0,66.89999999999999,59.31666666666667,71.6421052631579,48.06315789473685,70.4421052631579,,,,,,,222.64705882352942,,271.0,398.7894736842105,,,,,,
97143,2022,CB,defense,Bralyn Lux,3182.0,66.0,3592.0,7629,0.0,0.0,0.0,0.0,0.0,64.8578947368421,91.77333333333333,67.88421052631578,26.02105263157895,69.4421052631579,,,,,,,366.36842105263156,,304.4736842105263,444.8333333333333,,,,,,
97144,2022,CB,defense,Malik Fleming,4479.0,73.0,6139.0,12206,0.0,0.0,0.0,0.0,0.0,79.16315789473686,61.87894736842105,76.55789473684212,84.0578947368421,78.5578947368421,,,,,,,118.47368421052632,,68.26315789473684,74.21052631578948,,,,,,
97329,2022,CB,defense,Derrick Canteen,4788.0,139.0,5213.0,11407,0.0,0.0,0.0,0.0,0.0,60.978947368421046,68.62307692307692,70.62105263157895,74.88421052631578,69.36315789473684,,,,,,,270.63157894736844,,308.2631578947368,558.421052631579,,,,,,
97676,2022,CB,defense,Josh Wallace,4997.0,27.0,4757.0,10641,0.0,0.0,0.0,0.0,0.0,65.60526315789474,57.12142857142857,67.60000000000001,15.96842105263158,66.2421052631579,,,,,,,355.94736842105266,,409.57894736842104,410.89473684210526,,,,,,
100914,2022,CB,defense,Sam Westfall,2889.0,32.0,3174.0,7339,0.0,0.0,0.0,0.0,0.0,51.3421052631579,57.27777777777778,60.98947368421052,82.00526315789473,59.3421052631579,,,,,,,608.0,,679.4736842105264,711.8947368421053,,,,,,
101078,2022,CB,defense,Ja'Quan Sheppard,5111.0,174.0,5222.0,11283,0.0,0.0,0.0,0.0,0.0,54.252631578947366,63.699999999999996,55.147368421052626,84.67894736842106,55.73684210526316,,,,,,,746.3684210526316,,772.6315789473684,681.7368421052631,4.0,,,,,
101756,2022,CB,defense,Gavin Pringle,4655.0,13.0,5124.0,11180,0.0,0.0,0.0,0.0,0.0,61.78947368421053,60.0,77.81052631578947,30.71578947368421,74.9157894736842,,,,,,,114.63157894736842,,155.0,559.4736842105264,,,,,,
101788,2022,CB,defense,Jonathan Jones,3919.0,42.0,3166.0,8150,0.0,0.0,0.0,0.0,0.0,74.17894736842106,58.974999999999994,68.7421052631579,28.36842105263158,69.71052631578948,,,,,,,416.4117647058824,,351.6842105263158,220.57894736842104,,,,,,
103561,2022,CB,defense,Kamden Garrett,2550.0,20.0,4508.0,8025,0.0,0.0,0.0,0.0,0.0,72.33684210526314,52.35,74.27894736842104,82.8157894736842,74.96315789473684,,,,,,,173.27777777777777,,142.11111111111111,219.55555555555554,,,,,,
103620,2022,CB,defense,Kam Alexander,1958.0,0.0,2674.0,4948,0.0,0.0,0.0,0.0,0.0,59.231578947368426,,77.59473684210526,81.5421052631579,75.82631578947368,,,,,,,98.21052631578948,,113.78947368421052,620.0,,,,,,
104323,2022,CB,defense,Glenn Brown,2258.0,294.0,3083.0,6094,0.0,0.0,0.0,0.0,0.0,54.51578947368421,52.86842105263158,69.52105263157894,86.07894736842105,65.82105263157894,,,,,,,322.3888888888889,,472.0,728.4117647058823,76.6,,,,,
105068,2022,CB,defense,Tre'Von Jones,3249.0,0.0,4429.0,8658,0.0,0.0,0.0,0.0,0.0,74.10526315789474,75.5,65.9578947368421,0.18421052631578946,66.30526315789473,,,,,,,439.2105263157895,,434.2631578947368,194.1578947368421,,,,,,
105921,2022,CB,defense,Demetries Ford,4265.0,102.0,4858.0,10781,0.0,0.0,0.0,0.0,0.0,66.69500000000001,63.83,84.765,83.28999999999999,83.715,,,,,,,23.45,,26.3,358.3,9.0,,,,,
106697,2022,CB,defense,Dom Jones,1929.0,145.0,2985.0,5723,0.0,0.0,0.0,0.0,0.0,74.89473684210526,59.833333333333336,60.43157894736842,84.45263157894736,63.90526315789474,,,,,,,666.0,,535.1578947368421,179.52631578947367,,,,,,
122628,2022,CB,defense,Trey Amos,2957.0,31.0,3521.0,7693,0.0,0.0,0.0,0.0,0.0,57.141176470588235,62.24666666666667,74.56470588235294,59.4,71.44117647058823,,,,,,,185.6875,,267.75,700.4375,,,,,,
123734,2022,CB,defense,Davonte Brown,3602.0,56.0,4696.0,9521,0.0,0.0,0.0,0.0,0.0,68.02631578947368,69.43333333333334,63.147368421052626,82.8157894736842,64.9421052631579,,,,,,,554.2777777777778,,509.5,377.5,,,,,,
125287,2022,CB,defense,Courtney Eubanks,2956.0,161.0,3520.0,8183,0.0,0.0,0.0,0.0,0.0,62.9421052631579,61.421052631578945,61.48947368421052,22.363157894736844,61.01578947368421,,,,,,,612.8823529411765,,631.3157894736842,502.3157894736842,,,,,,
125305,2022,CB,defense,Marques Sigle,1455.0,49.0,1526.0,5187,0.0,0.0,0.0,0.0,0.0,68.39473684210526,88.03571428571429,79.72631578947369,80.71578947368421,80.40526315789474,,,,,,,25.0,,22.0,333.75,,,,,,
128375,2022,CB,defense,Nohl Williams,5011.0,133.0,4826.0,11967,0.0,0.0,0.0,0.0,0.0,76.49,63.105,67.76,49.095,70.26,,,,,,,383.42105263157896,,269.5,138.25,4.0,,,,,
130576,2022,CB,defense,Eric Rogers,2091.0,80.0,2320.0,5219,0.0,0.0,0.0,0.0,0.0,78.51052631578948,55.5,71.1263157894737,13.878947368421052,72.22105263157896,,,,,,,344.25,,289.0,104.86666666666666,,,,,,
141889,2022,CB,defense,Zy Alexander,3143.0,7.0,3751.0,7950,0.0,0.0,0.0,0.0,0.0,65.60000000000001,59.7,71.93684210526315,83.4578947368421,71.70526315789475,,,,,,,262.2631578947368,,254.6315789473684,437.94736842105266,,,,,,
141966,2022,CB,defense,Isaiah Hamilton,4840.0,37.0,4331.0,10004,0.0,0.0,0.0,0.0,0.0,61.4,56.486666666666665,75.28947368421052,61.126315789473686,73.08947368421053,,,,,,,199.27777777777777,,233.3684210526316,559.578947368421,,,,,,
149914,2022,CB,defense,Dominic Morris,1031.0,0.0,2234.0,3934,0.0,0.0,0.0,0.0,0.0,60.5,,73.72631578947369,7.936842105263159,72.0421052631579,,,,,,,289.7647058823529,,299.25,,,,,,,
150058,2022,CB,defense,B.J. Mayes,4318.0,177.0,4834.0,9803,0.0,0.0,0.0,0.0,0.0,76.10526315789474,54.13157894736842,71.67368421052632,8.15263157894737,71.1263157894737,,,,,,,235.05263157894737,,245.68421052631578,157.78947368421052,41.0,,,,,
150257,2022,CB,defense,John Blunt Jr.,3524.0,92.0,3422.0,8563,0.0,0.0,0.0,0.0,0.0,61.39473684210526,70.22105263157896,66.17368421052632,17.757894736842104,64.62105263157895,,,,,,,426.57894736842104,,512.2631578947369,557.7894736842105,9.0,,,,,
158932,2022,CB,defense,Jay'Vion Cole,2738.0,0.0,2461.0,6417,0.0,0.0,0.0,0.0,0.0,73.45263157894736,,61.247368421052634,80.65263157894738,64.57894736842105,,,,,,,685.9285714285714,,629.5,207.625,,,,,,
159385,2022,CB,defense,Bilhal Kone,4148.0,105.0,3817.0,8936,0.0,0.0,0.0,0.0,0.0,80.36842105263158,53.983333333333334,58.426315789473676,83.83684210526314,63.36315789473684,,,,,,,679.7894736842105,,556.9473684210526,70.73684210526316,,,,,,
160766,2022,CB,defense,Travis Hunter,2207.0,0.0,2448.0,5644,153.0,497.0,0.0,8.0,0.0,66.33684210526316,,82.99473684210527,80.21052631578948,82.31052631578946,74.83333333333333,81.675,,57.7,,82.84166666666665,43.583333333333336,1.0,44.81818181818182,383.90909090909093,,1.0,,2.0,,
164132,2022,CB,defense,Jonquis Hardaway,636.0,17.0,713.0,2272,0.0,0.0,0.0,0.0,0.0,67.23684210526316,78.0,61.784210526315796,40.40526315789474,64.60000000000001,,,,,,,,,,,,,,,,
76604,2023,CB,defense,Capone Blue,4106.0,58.0,3752.0,9439,0.0,0.0,0.0,0.0,0.0,57.95789473684211,54.62105263157895,66.0578947368421,46.03684210526316,63.84736842105263,,,,,,,419.05263157894734,,523.421052631579,606.578947368421,,,,,,
78999,2023,CB,defense,Marque Collins,692.0,19.0,814.0,1785,0.0,0.0,0.0,0.0,0.0,29.626315789473683,59.6,59.5578947368421,77.71578947368421,52.22631578947368,,,,,,,407.0,,554.0,634.0,,,,,,
97230,2023,CB,defense,Marcus Harris,3978.0,34.0,5257.0,10458,0.0,0.0,0.0,0.0,0.0,83.32105263157894,59.07692307692308,75.41052631578947,24.626315789473683,76.7421052631579,,,,,,,171.55555555555554,,126.27777777777777,54.22222222222222,,,,,,
97468,2023,CB,defense,Trevon Booker,1805.0,52.0,2683.0,5731,0.0,0.0,0.0,0.0,0.0,77.5,67.86666666666666,69.36315789473684,82.39473684210526,72.56315789473685,,,,,,,343.53333333333336,,244.4,97.42857142857143,,,,,,
100302,2023,CB,defense,Kempton Shine,4960.0,19.0,4936.0,10179,0.0,0.0,0.0,0.0,0.0,84.77894736842104,59.0,68.38947368421053,18.178947368421053,70.88947368421053,,,,,,,337.42105263157896,,279.2105263157895,37.94736842105263,,,,,,
101846,2023,CB,defense,Ray Williams,2983.0,15.0,2985.0,6646,0.0,0.0,0.0,0.0,0.0,59.04210526315789,59.3,67.82105263157894,81.04736842105264,66.46842105263158,,,,,,,465.93333333333334,,523.2666666666667,479.26666666666665,,,,,,
102650,2023,CB,defense,Bryquice Brown,2770.0,77.0,4634.0,8321,0.0,0.0,0.0,0.0,0.0,66.3578947368421,69.6,59.17368421052631,82.54736842105264,61.215789473684204,,,,,,,626.2105263157895,,621.4736842105264,385.94736842105266,,,,,,
105089,2023,CB,defense,Ja'Corey Benjamin,4513.0,0.0,4121.0,9434,11.0,0.0,0.0,0.0,0.0,83.21052631578948,,64.88421052631578,14.557894736842107,68.21052631578948,60.0,,,,,60.0,409.47058823529414,,359.94736842105266,39.78947368421053,,,,,,
105835,2023,CB,defense,Amir Wallace,1293.0,0.0,2508.0,4244,0.0,0.0,0.0,0.0,0.0,73.97368421052632,,77.97368421052632,79.54736842105264,78.22105263157896,,,,,,,71.53846153846153,,52.916666666666664,277.0,,,,,,
106009,2023,CB,defense,Kendren Smith,3384.0,108.0,5017.0,8994,0.0,0.0,0.0,0.0,0.0,81.00588235294119,73.5529411764706,78.0,83.1470588235294,80.40588235294118,,,,,,,144.0,,80.5,59.2,,,,,,
121497,2023,CB,defense,Mac McWilliams,4661.0,7.0,5398.0,11355,0.0,0.0,0.0,0.0,0.0,71.91052631578947,59.4,62.40526315789474,84.73157894736842,64.88947368421053,,,,,,,559.7222222222222,,522.0555555555555,252.42105263157896,,,,,,
127825,2023,CB,defense,Kahzir Brown,3886.0,262.0,3656.0,8714,0.0,0.0,0.0,0.0,0.0,90.6842105263158,62.194736842105264,66.5,82.6842105263158,75.33157894736841,,,,,,,393.05555555555554,,146.21052631578948,2.2777777777777777,27.555555555555557,,,,,
128307,2023,CB,defense,Dezjhon Malone,3758.0,99.0,5774.0,10464,0.0,0.0,0.0,0.0,0.0,67.285,59.19500000000001,69.3,84.135,69.83500000000001,,,,,,,323.35,,325.15,374.45,,,,,,
129686,2023,CB,defense,RJ Delancy III,1890.0,34.0,2788.0,5838,0.0,0.0,0.0,0.0,0.0,75.85263157894737,60.2,86.8578947368421,73.89999999999999,86.73157894736842,,,,,,,19.88235294117647,,14.176470588235293,136.5625,,,,,,
131462,2023,CB,defense,Preston Hodge,2762.0,126.0,5336.0,10233,0.0,0.0,0.0,0.0,0.0,71.1842105263158,64.23529411764706,83.51578947368421,86.44736842105263,83.5,,,,,,,50.0,,43.666666666666664,280.5882352941176,,,,,,
138115,2023,CB,defense,Jy Gilmore,3640.0,317.0,4400.0,8941,0.0,0.0,0.0,0.0,0.0,76.83684210526316,81.89473684210526,71.07894736842105,85.81052631578947,75.7421052631579,,,,,,,272.89473684210526,,151.42105263157896,150.94736842105263,4.769230769230769,,,,,
